Title,Link,abstract
"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,本研究は、神経系を持たない植物が環境ストレスに対応するために進化させた長距離の防御シグナル伝達機構を解明することを目的としています。特に、グルタミン酸（Glu）が植物の傷害応答における重要なシグナルである一方で、グルタチオン（GSH）がGLR3.3受容体を介してカルシウムイオンの長距離伝達を誘導し、防御応答を活性化する新たなシグナル分子として機能することを、遺伝子変異体の解析やカルシウムイメージングを用いて明らかにしました。さらに、GSHとGluはそれぞれ異なる経路でカルシウムシグナルを伝播させ、これが植物の全身的な防御応答の多様性と精密さに寄与していることが示唆されました。これらの知見は、植物が昆虫や病原体の攻撃に対抗するために高度に発達させたシステム的防御機構の理解を深め、動物の神経系に類似したシグナル伝達の概念的な共通点も示唆しています。
Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,本研究は、国際宇宙ステーション（ISS）などの宇宙環境下での植物成長実験から得られる膨大なトランスクリプトーム（遺伝子発現）データを効率的に解析・可視化するためのデータベース「Test Of Arabidopsis Space Transcriptome（TOAST）」を開発したことを目的としています。TOASTは、NASAのGeneLabなど複数のデータリポジトリから収集したアラビドプシスやイネの遺伝子発現データを統合し、遺伝子中心のインタラクティブな検索や機能的フィルタリングを可能にすることで、宇宙環境が植物の遺伝子発現に与える影響を多角的に比較・解析できる環境を提供します。実際の利用例として、TOASTは既知の酸化ストレス応答遺伝子の発現変動を再現するとともに、宇宙飛行に共通するミトコンドリア機能の変化を新たな知見として示しました。これにより、宇宙環境特有のストレス応答や代謝変化を理解するための強力なツールとして、今後の宇宙生物学研究の発展に寄与することが期待されます。
Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,本研究は、植物の初期免疫応答において重要な細胞内カルシウム（Ca2+）シグナルの調節機構を明らかにすることを目的としています。特に、トノプラスト（液胞膜）に局在するCa2+ポンプであるACA4とACA11が、病原体関連分子パターン（PAMP）であるflg22によるCa2+シグナルの形成や防御応答にどのように関与するかを解析しました。ACA4とACA11の二重欠損株では、細胞内の基礎的なCa2+濃度が上昇し、flg22刺激によるCa2+シグナルの振幅も増大し、それに伴う免疫応答が強化されることが示されました。これらの結果は、液胞へのCa2+隔離を担うトノプラスト局在ポンプが、植物のパターン認識免疫（PTI）におけるCa2+シグナルの強度と持続時間を制御し、免疫応答の適切な調節に不可欠であることを示しており、宇宙環境下での植物生理学研究にも応用可能な基盤知見となります。
The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,本研究は、植物が局所的な刺激に対して全身的かつ迅速に応答するためのシグナル伝達機構を解明することを目的としています。特に、電気信号やカルシウムイオン（Ca2+）、活性酸素種（ROS）、さらには水圧信号など、多様な分子やイオンを介した高速な長距離シグナル伝達の分子メカニズムに注目し、NAPDHオキシダーゼや特定のイオンチャネル群がこの伝達に重要な役割を果たすことを明らかにしました。これらのシグナルは数秒から数分で植物全体に伝わり、ホルモン産生や代謝物の変動、遺伝子発現の変化を誘導することで、例えば昆虫による葉の食害に対して全身的な防御反応を迅速に展開します。さらに、細胞内小器官である液胞や小胞体もシグナル伝播のハブとして機能し、これらの複雑な局所・全身シグナル系の統合的理解には、チャネルの局在やイオン流の詳細な解明が今後の課題であると示唆されています。宇宙環境下での植物生理学研究においても、このような高速シグナル伝達機構の理解は、ストレス応答や適応メカニズムの解明に寄与すると期待されます。なお、分子機構の全容は未だ完全には解明されておらず、今後の研究が必要とされています。
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,本研究は、宇宙空間特有のイオン化放射線環境が生物に与える影響を理解するための支援ツール「Rad-Bio-App」を開発したことを目的としています。宇宙飛行では微小重力に加え、地球上とは質・量が異なる放射線に生物が曝されるため、その影響解析には複雑なデータの統合と理解が求められます。Rad-Bio-AppはNASAのGeneLabデータベースに蓄積された宇宙飛行関連の放射線曝露データを取り込み、放射線条件や遺伝子発現などのオミクスデータを視覚的に探索できる環境を提供し、専門家だけでなく非専門家も利用可能です。月面ミッションを想定したシナリオでISS実験の類似放射線プロファイルを特定し、共通の遺伝子経路変化を抽出するなど、宇宙放射線が生物に及ぼす影響評価の加速に貢献することが示されました。
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,本研究は、植物が低酸素（無酸素）環境や冠水ストレスにどのように適応するかを理解するため、細胞内のカルシウム（Ca）輸送体であるCAX1の役割を調査しました。特に、モデル植物シロイヌナズナのcax1変異体が無酸素や冠水条件に対して耐性を示すことを明らかにし、RNAシーケンスやプロテオミクス解析を通じて、代謝変化や活性酸素種の生成抑制、ホルモンシグナルの変化など、耐性作物に共通する応答パターンを同定しました。さらに、cax1変異体では再酸素化時の細胞質カルシウムシグナルが変化しており、真空膜（液胞膜）周辺のCaシグナルが低酸素ストレス適応に重要な役割を果たすことが示唆されました。これらの成果は、農作物の冠水被害を軽減するためにCAX1を標的とした遺伝子改変戦略の可能性を示しており、宇宙環境のような酸素供給が制限される条件下での植物生理学研究にも応用が期待されます。
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,本研究は、宇宙空間における微小重力や放射線など複合的なストレス環境が植物の遺伝子発現に与える影響を明らかにすることを目的としています。NASAのGeneLabに蓄積された15件のシロイヌナズナの宇宙飛行実験のトランスクリプトームデータを、マイクロアレイやRNA-seqといった異なる解析手法を統一的な計算パイプラインで再解析し、宇宙飛行と地上対照の間で有意な遺伝子発現の差異を比較しました。その結果、解析手法や実験環境、使用機器などの要因が遺伝子発現の比較に大きな影響を及ぼすことが判明し、これらを考慮したメタデータの活用により、実験条件が類似した研究間での比較がより信頼性の高い結論を導くことを示しました。これにより、宇宙環境が植物の分子応答に及ぼす影響をより正確に理解するための基盤が整えられました。
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,本研究は、加齢に伴う骨の微細構造の変化と低線量の電離放射線（≤100 cGy）が骨組織に与える影響を調査することを目的としています。10週齢の雄マウスに全身ガンマ線照射（0、1、10、100 cGy）を行い、照射直後および1か月後、4か月後に骨の微細構造をマイクロCTで評価しました。その結果、100 cGyの照射は骨の微細構造の変化を加齢に伴う変化よりも早期に促進しましたが、1および10 cGyでは影響が認められませんでした。また、骨髄由来の骨芽細胞や破骨細胞の前駆細胞には低〜中線量の放射線は影響を及ぼさず、骨のリモデリング能力は保持されることが示されました。これらの成果は、宇宙飛行などで被曝が懸念される低線量放射線が骨の老化過程に与える影響を理解する上で重要であり、特に100 cGy程度の被曝が骨の構造的老化を加速させる可能性を示唆しています。
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,本研究は、宇宙放射線などのイオン化放射線が骨組織に与える影響を解明することを目的とし、特に骨吸収を促進する遺伝子発現の変化に着目しました。マウスに全身ガンマ線および重イオン線を照射し、骨髄および骨組織内の骨吸収促進因子であるRanklや炎症性サイトカインの発現を時間経過で解析したところ、照射後早期からこれらの遺伝子が顕著に増加し、骨吸収の指標となる血清マーカーの上昇や骨量減少が確認されました。これらの結果は、イオン化放射線が骨髄内の細胞環境を変化させ、骨吸収を促進する分子シグナルを活性化することで、宇宙環境下での骨の微細構造の急速な劣化を引き起こすメカニズムの一端を示しています。ただし、遺伝子発現の変化が細胞集団の変動によるものか、個々の細胞の発現増加によるものかは今後の検討が必要です。
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,本研究は、地上および宇宙飛行実験において、多様な哺乳類組織の保存方法を検討し、科学的成果の最大化を目指したものです。主に、安楽死後最大1時間以内に採取した新鮮組織を−80℃で最大11ヶ月保存し、RNAの品質や肝臓酵素活性への影響を評価しました。その結果、肝臓やRNAlater保存した脾臓ではRNAの劣化が最小限に抑えられ、凍結保存された死体からの組織採取でも肝臓、心臓、腎臓は6〜7ヶ月の保存後も良好なRNA品質を維持しましたが、小腸や骨髄など一部組織ではRNA分解が認められました。これらの成果は、宇宙環境下でのオンオービット解剖を含む実験においても、遅延した保存や長期保存後でも高品質な遺伝子発現解析用サンプルの取得が可能であることを示し、限られたサンプル収集機会を有効活用する上で重要な知見となります。
Hindlimb Unloading: Rodent Analog for Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,本研究は、宇宙空間の無重力環境を模倣するためにラットの後肢を吊り下げる「hindlimb unloading（HU）」モデルを用いて、頸動脈（CA）と大腿動脈（FA）における血管細胞の遺伝子発現変化を単一細胞RNAシーケンス（scRNA-seq）で解析したものです。解析の結果、内皮細胞（ECs）、平滑筋細胞（SMCs）、線維芽細胞、免疫細胞など多様な細胞集団が同定され、HUによりECの割合が増加し、SMCの割合が両動脈で減少するなど細胞組成の変化が明らかになりました。特に線維芽細胞は遺伝子発現の変動が大きく、血管のリモデリングにおける可塑性の高さと重要な役割が示唆されました。また、細胞間の相互作用や転写因子の予測解析から、無重力条件下での血管構造変化の分子機構への理解が深まりました。これらの成果は、長期宇宙飛行に伴う血管機能低下のメカニズム解明や対策開発に向けた基盤情報を提供するものです。
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,本研究は、宇宙空間における微小重力や放射線といった環境ストレスが哺乳類の骨格系および血管系に与える影響を、レドックスシグナル伝達（酸化還元反応を介した細胞内情報伝達）の観点から明らかにすることを目的としています。宇宙飛行および地上模擬実験を通じて、これらの環境因子が酸化ストレスや組織機能障害に関連する分子メカニズムにどのように作用するかが新たに示されました。特に、放射線や微小重力に対する細胞の防御機構の理解が進み、宇宙飛行による骨や血管の機能低下を予防・改善するためのスクリーニングや介入法の開発に役立つ知見が得られています。これらの成果は、宇宙環境特有の生体影響を解明し、長期宇宙滞在の健康維持に貢献する重要な基盤となると考えられます。
Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,本研究は、宇宙飛行で生じる無重力状態を模擬するための後肢荷重解除（HU）モデルにおいて、社会的孤立が生体組織の応答に与える影響を明らかにすることを目的としています。従来のHU実験は単独飼育が主流でしたが、社会的孤立が行動や生理に大きな影響を及ぼす可能性があり、結果の解釈に混乱を招く恐れがあるため、ペア飼育が可能な改良型HUケージを開発し、30日間のHU実験を単独飼育群とペア飼育群で比較しました。その結果、筋骨格系の機能低下はどちらの飼育環境でも共通して観察された一方で、免疫系や視床下部-下垂体-副腎（HPA）軸の反応には飼育形態による差異が認められ、例えば単独飼育のHU群ではCD4+ T細胞の割合が減少したのに対し、ペア飼育群では減少が見られませんでした。また、副腎の質量や血漿コルチコステロン濃度の変化も社会的環境に依存して異なる傾向を示しました。これらの結果は、宇宙環境における無重力ストレスと社会的ストレスが複合的に生体応答に影響を及ぼす可能性を示唆しており、HUモデルの応用範囲を拡大するとともに、宇宙飛行中の複合ストレス要因の理解に貢献しています。
Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,本研究は、長期間の宇宙滞在が生体に及ぼす影響を評価するために、マウスを用いた新たな実験システムの開発と検証を目的としています。国際宇宙ステーション（ISS）上で21日から37日間マウスを飼育し、現地で安楽死および組織採取を行うことで、地球帰還に伴うストレスやサンプル劣化の問題を回避しました。その結果、宇宙滞在中のマウスは体重や副腎、脾臓の重量に変化がなく、慢性的なストレス反応が誘発されていないことが示されました。一方で、37日間の宇宙滞在群では肝臓の質量増加や特定酵素活性の上昇、筋肉の萎縮など重力低下の影響が観察され、これらの組織サンプルは高品質で分子解析に適していることが確認されました。これにより、宇宙環境下での長期生物実験において、オンボードでのサンプル回収と慢性ストレスの排除を両立させる新たな技術基盤が確立されました。
Skeletal tissue regulation by catalase over-expression in mitochondria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,本研究は、宇宙環境などによる運動不足状態（hindlimb unloading）で生じる速筋の筋萎縮において、ミトコンドリア機能障害がどのように関与するかを明らかにすることを目的としています。これまで遅筋（soleus）でミトコンドリアの異常が筋萎縮を促進することが示されていましたが、速筋（gastrocnemius）はミトコンドリア量が少なく、代謝特性も異なるため、その関与は不明でした。実験では、速筋においても運動不足により筋萎縮が起こり、ミトコンドリアの融合タンパク質（Mfn1、Mfn2、OPA1）の発現低下や酸化的リン酸化能の低下が認められ、さらにPGC-1αを過剰発現させた遺伝子改変マウスではこれらの異常や筋萎縮が抑制されることが示されました。これらの結果から、速筋においてもミトコンドリアの動態調節とPGC-1αが筋萎縮の重要な制御因子であり、宇宙飛行などの無重力環境下での筋萎縮予防に向けてPGC-1α誘導を促す治療法の開発が期待されます。
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,本研究は、宇宙飛行時に経験する孤立環境と微小重力が脳の海馬における炎症性サイトカインの発現に与える影響を明らかにすることを目的としています。マウスを用いて、単独飼育（孤立）および尾部懸垂による微小重力模擬を30日間実施し、それぞれの条件が海馬のサイトカイン発現に及ぼす変化を解析しました。その結果、孤立と微小重力はそれぞれ異なる炎症関連サイトカインの発現を誘導し、両者の影響は単純に加算されるものではないことが示されました。さらに、ミトコンドリア内で活性酸素種（ROS）を分解するカタラーゼを過剰発現させた遺伝子改変マウス（MCATマウス）では、これらの環境ストレスによるサイトカイン変動が抑制され、ミトコンドリア由来のROSシグナルが宇宙環境や長期隔離による神経炎症応答に重要な役割を果たすことが示唆されました。これらの知見は、宇宙飛行や地上での長期臥床・隔離が中枢神経系の免疫環境に及ぼす影響の理解と、対策開発に貢献すると考えられます。
An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,本研究は、ほぼすべての生物に共通するRNA修飾であるN6-スレオニルカルバモイルアデノシン（t6A）の生合成に関わる遺伝子Kae1のショウジョウバエ変異体を用いて、t6Aの生物学的役割を多面的に解析しました。特に、t6AはANNコドンを認識するtRNAの安定化に重要ですが、これまでの研究は主に単細胞生物に限られていたため、多細胞動物での組織特異的な必要性を明らかにすることを目的としています。実験では、さまざまな強度のkae1変異アレルを作出し、t6A修飾の減少や組織ごとの成長異常、特に増殖の盛んなimaginal discでの顕著な影響を観察しました。一方で、非増殖組織では影響が小さく、また一部の強い変異体は成長遅延にもかかわらず体サイズの拡大を示すなど、t6Aの機能が組織や発生段階によって多様であることを示しています。これらの成果は、多細胞動物におけるt6A修飾の重要性とその生理的役割を理解するうえで新たな知見を提供しており、宇宙環境下での細胞成長やRNA修飾の研究にも示唆を与える可能性があります。
Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,本研究は、ショウジョウバエの寄生蜂Leptopilina属が持つ新規の細胞外小器官（VLPs）が、従来のウイルスとは異なり、真核生物の小胞輸送系と細菌の分泌システムの要素を融合させた複合的な構造を持つことを明らかにすることを目的としています。特に、一般寄生蜂L. heterotomaのVLPsは、ウイルスの被膜タンパク質を欠きつつ、免疫抑制に関与する多様なタンパク質を含み、その一部は細菌のタイプIII分泌システムに類似した構造を持つことがプロテオミクス解析と構造解析から示されました。これらのVLPsは、宿主の免疫細胞を殺傷・抑制することで寄生成功に寄与し、真核生物と細菌の分泌機構を融合した新たな「Mixed Strategy Extracellular Vesicles（MSEVs）」として提唱されます。宇宙環境下での研究ではありませんが、進化的に異なる生物間の分子機構の融合という観点で、寄生生物の適応戦略の多様性を理解する上で重要な知見を提供しています。
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,本研究は、これまで昆虫にはエイコサノイドや類似生体脂質を合成する経路が存在しないと考えられてきた常識に挑戦し、ショウジョウバエ（Drosophila melanogaster）に機能的なエイコサノイド合成経路が存在する可能性を計算機解析により示しました。具体的には、哺乳類のエイコサノイド合成酵素と低い配列類似性ながらも、ドメイン構造や触媒残基の保存性に基づいて20種のショウジョウバエ酵素候補を同定し、これらの立体構造モデルを作成して全体的な折りたたみ構造の保存を確認しました。特にシクロオキシゲナーゼ（COX）系酵素の構造的相同性が明らかとなり、プロスタグランジンやトロンボキサン合成経路の存在が示唆されましたが、リポキシゲナーゼ（LOX）に相当する酵素は見つからず、白血球トリエン合成経路の存在は未解決のままです。これらの結果は、ショウジョウバエの遺伝学的手法を用いた実験的検証により、昆虫におけるエイコサノイドの生物学的役割の解明や、宇宙環境下での生理機能維持に関する基礎知見の深化に貢献すると期待されますが、酵素の具体的な機能や生成物の同定にはさらなる実験的検証が必要です。
Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,本研究は、寄生蜂Leptopilina heterotomaが産卵時に宿主であるショウジョウバエ幼虫の体内に注入する免疫抑制作用を持つ外膜小胞（MSEVs）が、蜂自身のゲノムにコードされていることを明らかにすることを目的としています。これまでMSEVsはウイルス様粒子と呼ばれ、その起源が不明瞭でしたが、今回のプロテオミクス解析により246種類のタンパク質が同定され、その90%以上が蜂の全身トランスクリプトームおよびゲノム配列に対応していることが示されました。これにより、MSEVsは蜂の細胞機構を利用した免疫抑制戦略の一部であり、垂直遺伝的に安定に受け継がれていることが示唆されます。宇宙環境に直接関連する研究ではありませんが、寄生蜂の免疫回避機構の進化理解に重要な知見を提供しています。
Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,本研究は、宇宙飛行や地上での模擬微小重力条件が病原菌Serratia marcescensの病原性に与える影響を、ショウジョウバエ（Drosophila melanogaster）感染モデルを用いて調査しました。国際宇宙ステーションで培養されたS. marcescensは地上培養株よりもハエに対して致死性が高く、この増加した病原性は地上での再培養により消失しました。また、模擬微小重力環境下でも同様に病原性の増加が観察され、微小重力が主な要因であることが示唆されました。さらに、ハエの主要な免疫経路であるImdおよびToll経路の変異体でも同様の致死率増加が認められたことから、宿主の免疫応答の変化は病原性増加の主因ではないと考えられます。これらの結果は、宇宙環境下で病原菌が複雑な生理学的変化を起こし、感染症リスクに新たな影響を及ぼす可能性を示しており、今後そのメカニズムの解明が重要であることを示しています。
A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,本研究は、寄生蜂Leptopilina heterotomaがショウジョウバエ（Drosophila）の宿主血球をどのように枯渇させるかを明らかにすることを目的としています。寄生蜂は毒液中に免疫抑制タンパク質を含む細胞外小胞（EVs）を産生し、これが宿主の血液循環系に広く分布して、特にリンパ腺の後部シグナルセンター（PSC）に集積します。PSCは血球前駆細胞の分化を制御し、寄生蜂の卵を包み込むための防御細胞（ラメロサイト）を誘導しますが、寄生蜂感染によりPSCは解体され、血球分化の遺伝的プログラムが阻害されることが示されました。また、血球前駆細胞はEVを取り込み、EVは細胞内のエンドソームやリソソームを破壊して血球を死滅させる一方、Rab5というタンパク質は血球の恒常性維持に重要であり、その機能低下は異常な血球増殖やラメロサイトの異所的分化を引き起こします。これらの結果は、寄生蜂が宿主の免疫細胞を多角的に攻撃し、血球の枯渇と免疫応答の抑制を同時に達成する戦略を示しており、宿主の細胞性免疫におけるリンパ腺の新たな貪食機能も明らかにしました。宇宙環境に直接関連する記述はありませんが、宿主と寄生蜂の免疫相互作用の分子機構解明は、生物制御や新規治療法開発に貢献すると期待されます。
In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation‚ÄìPolar‚ÄìCation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,本研究は、果実バエ属（Drosophila）に寄生する一般的な寄生蜂Leptopilina heterotomaの毒液中に含まれるペプチドLhKNOTの構造と機能を、コンピュータ上で解析することを目的としています。LhKNOTは、進化的に保存されたシステインノット構造（ICKフォールド）を持ち、さらにカチオン–極性–カチオン（CPC）クリップという特定の構造モチーフを含むことが明らかになりました。このCPCクリップはヘパリン結合タンパク質に共通し、抗菌活性に関与すると考えられており、LhKNOTだけでなく多くの植物や節足動物のノットタンパク質にも広く存在しています。これらの結果から、LhKNOTは寄生蜂の宿主防御に関わる抗菌ペプチドとして機能し、宇宙環境のようなストレス下でも生物の免疫応答に重要な役割を果たす可能性が示唆されましたが、詳細な作用機序については今後の実験的検証が必要です。
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,本研究は、宇宙空間における宿主であるショウジョウバエ（Drosophila melanogaster）とその寄生蜂の免疫系相互作用を明らかにすることを目的としています。地上と宇宙から帰還した腫瘍を持つ変異株と腫瘍のない対照株のハエを用い、宇宙飛行が炎症関連遺伝子の活性化や腫瘍負荷に与える影響を調べました。その結果、宇宙環境下で両株ともに炎症遺伝子が活性化し、特に腫瘍を持つ変異株では腫瘍負荷が増加しましたが、対照株の遺伝子は多くが抑制され、宇宙飛行に対してより敏感であることが示されました。一方、寄生蜂はハエよりも宇宙環境に強く、寄生蜂の生存率や病原性遺伝子の発現には大きな影響が見られませんでした。これらの成果は、宇宙環境が宿主と寄生者の生物学的相互作用に及ぼす影響を理解する上で重要であり、地上での宿主-寄生者研究にも新たな変異個体を提供する意義があります。
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,本研究は、宇宙空間における宿主であるショウジョウバエ（Drosophila melanogaster）とその寄生蜂の免疫系相互作用を初めて詳細に調査することを目的としています。地上および宇宙飛行後のハエの腫瘍非保有系統と血液腫瘍を持つ変異系統を用い、炎症関連遺伝子の活性化や腫瘍負荷の変化を解析しました。その結果、宇宙環境下で両系統ともに炎症遺伝子が活性化し、特に腫瘍変異系統では腫瘍負荷が増加した一方で、対照系統のハエは宇宙飛行により重要な遺伝子が多く抑制されるなど、予想外に感受性が高いことが明らかとなりました。寄生蜂は宿主よりも宇宙環境に耐性を示し、生存率や病原性遺伝子の発現に大きな影響は認められませんでしたが、宇宙飛行後に新たな翅の色や形状を持つ変異蜂が発見され、地上での宿主－寄生者関係研究に貴重な資源となることが示唆されます。
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,この研究は、宇宙飛行中に人体が同時に受ける微小重力（μG）と宇宙放射線という二つの環境ストレスが細胞に与える影響を明らかにすることを目的としています。具体的には、ヒトリンパ芽球性TK6細胞を用いて、X線や炭素イオン放射線を照射しながらシミュレートした微小重力環境下で染色体異常（CA）の頻度を測定しました。その結果、放射線単独曝露に比べて、微小重力と放射線の同時曝露により単純型および複雑型の染色体異常が有意に増加することが示され、これにより宇宙放射線のリスク評価が地上の1G条件のみで行われると過小評価される可能性が示唆されました。これらの成果は、長期の月や火星ミッションにおける宇宙環境下での人体健康リスク管理に重要な知見を提供し、微小重力条件下での分子・細胞応答データの取得の必要性を強調しています。
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,本研究は、宇宙空間の微小重力環境が生物に与える影響を、酵母の全ゲノム欠失株コレクションを用いて網羅的に解析することを目的としています。宇宙飛行中に約4800のホモ接合欠失株および約5900のヘテロ接合欠失株を培養し、成長速度や遺伝子欠失株の増減を比較することで、微小重力下で生存に重要な遺伝子群を特定しました。結果として、宇宙飛行環境はDNA損傷や細胞内の酸化還元状態の変化と関連する影響を及ぼし、これが細胞の適応や生存に負の影響を与える可能性が示唆されました。これらの知見は、宇宙環境における細胞機能の理解を深め、将来的な長期宇宙滞在における生物学的リスク評価や対策開発に貢献すると期待されます。
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,本研究は、酵母（Saccharomyces cerevisiae）コロニーが宇宙環境や微小重力下でどのように酸化ストレス応答や代謝適応を示すかを明らかにすることを目的としています。特に、物理的な力（回転や微小重力）によってアンモニアの対流や剪断応力が変化し、それがストレス応答遺伝子の発現や細胞死に関連する経路にどのように影響するかを、遺伝子発現解析を通じて詳細に調べました。結果として、真の微小重力およびそのシミュレーションは細胞の酸化還元状態やアポトーシスを促進し、これらの変化は主に剪断応答に依存していることが示されました。また、栄養条件によって遺伝子発現の変化パターンが異なり、物理的刺激の種類（回転、ランダム配置、宇宙飛行）ごとに独自の応答シグネチャーが認められました。これらの知見は、宇宙環境が細胞のストレス応答や老化、薬剤作用に与える影響の理解を深める上で重要な基盤を提供しています。
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,本研究は、宇宙飛行がマウスの肝臓と腎臓に及ぼす遺伝子発現の組織特異的かつ全ゲノム的な変化を比較解析することを目的としています。12日間の宇宙飛行後のマウス肝臓と腎臓組織を用い、遺伝子アレイ解析と遺伝子セット濃縮解析（GSEA）を実施し、両臓器に共通する遺伝子経路と臓器特異的な経路を明らかにしました。その結果、肝臓ではT細胞活性化やカルシウムチャネル、ホルモン代謝に関連する遺伝子が特異的に変動し、腎臓ではペプチド結合やアミノ酸代謝、細胞分裂に関わる遺伝子が顕著に変化していました。一方で、両臓器ともにペプチドやホルモン応答、アポトーシス、脂肪細胞分化、タンパク質キナーゼの負の制御に関わる遺伝子が共通して過剰発現しており、これらは宇宙環境特有のストレス応答や代謝異常を反映していると考えられます。これらの知見は、宇宙飛行による多臓器の分子応答メカニズムの理解を深め、将来的な宇宙環境下での健康維持対策の開発に寄与するものです。
Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,本研究は、宇宙環境下での真菌感染症の一例として、特に中枢神経系（CNS）感染を引き起こす稀なCryptococcus属のCandida albidusに焦点を当てています。研究では、肥満患者における抗真菌薬リポソーム化アンホテリシンB（liposomal-AmB）の投与量計算が難しいことから、実体重ではなく理想体重を基準に用いることで安全かつ効果的な治療が可能であることを示しました。さらに、文献レビューにより、免疫抑制状態やがん、HIV感染などが感染リスクを高めること、感染経路は不明ながら鳥類由来の環境曝露が関連している可能性が指摘されました。これらの知見は、宇宙飛行士のような免疫機能が変化しやすい宇宙環境においても、真菌感染症の予防と治療戦略の構築に重要な示唆を与えるものと考えられます。
